lusid_identifier,date_(DD/MM/YYYY),market_value,returns,portfolio_scope,performance_scope,performance_code
ABC,17/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,17/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,18/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,18/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,18/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,18/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,18/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,18/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,19/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,19/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,19/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,19/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,19/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,19/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,20/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,20/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,20/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,20/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,20/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,20/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,21/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,21/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,21/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,21/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,21/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,21/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,22/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,22/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,22/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,22/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,22/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,22/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,23/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,23/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,23/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,23/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,23/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,23/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,24/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,24/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,24/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,24/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,24/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,24/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,25/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,25/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,25/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,25/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,25/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,25/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,26/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,26/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,26/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,26/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,26/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,26/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,27/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,27/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,27/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,27/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,27/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,27/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,28/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,28/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,28/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,28/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,28/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,28/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,29/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,29/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,29/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,29/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,29/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,29/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,30/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,30/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,30/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,30/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,30/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,30/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,31/12/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,31/12/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,31/12/2010,10008,0.004633162,returns-load,external-reported,total
ABC,31/12/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,31/12/2010,10008,0.004633162,returns-load,external-reported,income
ABC,31/12/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,01/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,01/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,01/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,01/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,01/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,01/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,02/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,02/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,02/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,02/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,02/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,02/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,03/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,03/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,03/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,03/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,03/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,03/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,04/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,04/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,04/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,04/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,04/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,04/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,05/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,05/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,05/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,05/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,05/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,05/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,06/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,06/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,06/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,06/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,06/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,06/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,07/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,07/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,07/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,07/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,07/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,07/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,08/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,08/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,08/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,08/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,08/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,08/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,09/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,09/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,09/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,09/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,09/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,09/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,10/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,10/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,10/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,10/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,10/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,10/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,11/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,11/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,11/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,11/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,11/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,11/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,12/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,12/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,12/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,12/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,12/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,12/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,13/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,13/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,13/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,13/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,13/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,13/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,14/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,14/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,14/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,14/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,14/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,14/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,15/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,15/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,15/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,15/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,15/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,15/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,16/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,16/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,16/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,16/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,16/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,16/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,17/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,17/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,17/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,17/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,17/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,17/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,18/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,18/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,18/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,18/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,18/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,18/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,19/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,19/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,19/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,19/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,19/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,19/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,20/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,20/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,20/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,20/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,20/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,20/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,21/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,21/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,21/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,21/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,21/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,21/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,22/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,22/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,22/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,22/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,22/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,22/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,23/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,23/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,23/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,23/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,23/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,23/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,24/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,24/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,24/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,24/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,24/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,24/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,25/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,25/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,25/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,25/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,25/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,25/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,26/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,26/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,26/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,26/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,26/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,26/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,27/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,27/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,27/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,27/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,27/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,27/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,28/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,28/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,28/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,28/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,28/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,28/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,29/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,29/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,29/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,29/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,29/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,29/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,30/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,30/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,30/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,30/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,30/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,30/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,31/01/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,31/01/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,31/01/2011,10008,0.004633162,returns-load,external-reported,total
ABC,31/01/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,31/01/2011,10008,0.004633162,returns-load,external-reported,income
ABC,31/01/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,01/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,01/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,01/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,01/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,01/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,01/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,02/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,02/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,02/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,02/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,02/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,02/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,03/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,03/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,03/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,03/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,03/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,03/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,04/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,04/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,04/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,04/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,04/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,04/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,05/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,05/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,05/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,05/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,05/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,05/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,06/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,06/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,06/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,06/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,06/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,06/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,07/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,07/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,07/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,07/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,07/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,07/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,08/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,08/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,08/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,08/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,08/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,08/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,09/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,09/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,09/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,09/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,09/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,09/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,10/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,10/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,10/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,10/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,10/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,10/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,11/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,11/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,11/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,11/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,11/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,11/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,12/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,12/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,12/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,12/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,12/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,12/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,13/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,13/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,13/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,13/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,13/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,13/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,14/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,14/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,14/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,14/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,14/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,14/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,15/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,15/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,15/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,15/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,15/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,15/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,16/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,16/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,16/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,16/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,16/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,16/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,17/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,17/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,17/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,17/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,17/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,17/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,18/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,18/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,18/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,18/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,18/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,18/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,19/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,19/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,19/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,19/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,19/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,19/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,20/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,20/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,20/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,20/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,20/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,20/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,21/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,21/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,21/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,21/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,21/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,21/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,22/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,22/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,22/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,22/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,22/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,22/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,23/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,23/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,23/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,23/02/2011,10008,0.004633162,returns-load,external-reported,growth
ABC,23/02/2011,10008,0.004633162,returns-load,external-reported,income
ABC,23/02/2011,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,24/02/2011,10008,0.004633162,returns-load,gross-of-fees,total
ABC,24/02/2011,10008,0.004633162,returns-load,net-of-fees,total
ABC,24/02/2011,10008,0.004633162,returns-load,external-reported,total
ABC,24/02/2011,10008,0.004633162,returns-load,external-reported,growth
